Item, Price, Link, Total
Outemu Dustproof Switch RGB 3 Pin Linear 90 CT, $28.25, https://www.aliexpress.us/item/3256805031592999.html
White DUROCK Plate Mount Stabilizers V3, $6.87, https://www.aliexpress.us/item/3256806342416791.html
Fast Switching Schottky Diode 100 CT, $5.64, https://www.aliexpress.us/item/3256812066033417.html
Blank Keycaps Set of Keys PBT Keycaps DIY, $26.33, https://www.aliexpress.us/item/3256808499333851.html
Raspberry Pi Pico Board RP2040, $3.84, https://www.aliexpress.us/item/3256805901509044.html
PCB, $49.4, https://www.nextpcb.com/
Keyboard Case, $41.38, https://jlc3dp.com/3d-printing-quote
,,,Total: $161.71
